review,sentiment
"in an important mission like that of the `messiah' , for that matter any mission , it is impossible that isn't sufficient fuel for an extra couple of hundred metres , needless to say tens of kilometres .",negative
this is not deep impact ? it's a frivolous cheap impact .,negative
"but even with all that , some overacting , and a 3 . 4 rating , it's still watchable , just don't think about it .",negative
okay ?,negative
don't let this movie fool you into believing the romantic noirs of william shakespeare .,negative
"no one will truly understand the heart and soul of this man except through his work , and this movie makes a vain attempt at that .",negative
"any moves to ? glamorise' his life , which hollywood has an annoying tendency to do , will only subtract from his achievement rather than expound on his greatness .",negative
"this movie about his life , although well written , puts too much make-up on a man whose life was probably more pork and potatoes , rather than lobster and champagne .",negative
"oh well , let's fantasise onwards an assume that he was a bit of a flirtatious play-write , who falls in love with a beautiful woman ( gwyneth paltrow ) and from her inspiration , several plays develop - ? romeo and juliet' , and ? the twelfth night' .",negative
"it is easier for me to believe that he had a wet dream and that's how all his plays develop , but please spare me all of this unnecessary melodrama .",negative
but i guess my version probably wouldn't draw a crowd or make a dollar on screen .,negative
"so is there any justification in romanticising the man shakespeare , when all we need to do is read his work in order to find his soul .",negative
i think not .,negative
as for the oscars were they deserved by this movie ?,negative
i think not .,negative
"in many aspects ? private ryan' and ? life is beautiful' were far superior movies , but one should never assume that this should be a criteria for winning an oscar , as time and again , for reasons unexplained , an undeserving movie will win the accolade .",negative
"another sore point is the fact that gwyneth won the best female lead , over a more polished cate , but i guess if you go on enough about your grandfather dying and your nephew being hospitalised - people will start feeling sorry for you .",negative
"it's a good thing most animated sci-fi movies come from japan , because "" titan a . e . "" is proof that hollywood doesn't have a clue how to do it .",negative
i don't know what this film is supposed to be about .,negative
from what i can tell it's about a young man named kale who's one of the last survivors of earth in the early 31st century who unknowingly possesses the key to saving and re-generating what is left of the human race .,negative
"that's a fine premise for an action-packed sci-fi animated movie , but there's no payoff .",negative
"the story takes the main characters all over the galaxy in their search for a legendary ship that the evil "" dredge "" aliens want to destroy for no apparent reason .",negative
"so in the process we get a lot of spaceship fights , fistfights , blaster fights and more double-crosses than you can shake a stick at .",negative
there's so much pointless sci-fi banter it's too much to take .,negative
"the galaxy here is a total rip-off of the "" star wars "" universe the creators don't bother filling in the basic details which makes the story confusing , the characters unmotivated and superficial and the plot just plain boring .",negative
"despite the fantastic animation and special effects , it's just not an interesting movie .",negative
"in the year 2029 , captain leo davidson ( mark wahlberg , "" boogie nights "" ) is training 'his' chimp pericles to pilot a pod from the usaf oberon space station .",negative
"when an electromagnetic storm is encountered and pericles' pod is lost , davidson sets out unauthorized and lands thousands of years in the future on the "" planet of the apes . """,negative
"maybe if 20th century fox had set the proverbial 100 chimps in front of typewriters they would have gotten a better results than this adaptation of the pierre boulle novel by william broyles jr . ( "" cast away "" ) , and lawrence konner & mark d . rosenthal ( "" mighty joe young "" ) .",negative
"director tim burton's unique look and style are nowhere to be found in this silly , pointless remake .",negative
"davidson no sooner lands than he finds himself being swarmed by savages running in terror , whom he wisely joins .",negative
"however , he's rounded up with the lot of them by the apes which rule this plant and handed over to slave trader limbo ( paul giamatti , "" duets "" ) .",negative
"ari ( helena bonham carter , "" fight club "" ) , daughter of the illustrious senator sandar ( david warner , "" titanic "" ) and simian bleeding heart , believes humans should live with apes on equal standing , an unpopular notion .",negative
"she takes a liking to leo , who she deems 'unusual . '",negative
"general thade ( tim roth , "" lucky numbers "" ) is of the opposite opinion , wishing for declaration of martial law that will allow him to annihilate the race .",negative
he's sweet on ari .,negative
"it's relatively easy to see where this 'new' story is going from the onset , yet its ultimate revelation has gaping logic holes .",negative
the much ballyhooed 'surprise' ending is a nonsensical let down .,negative
"an attempt at a love triangle , conveyed by ari and the human daena ( estella warren , "" driven "" ) giving each other 'back off' looks over leo , fails because he never develops a relationship with either of them .",negative
"the lone sex scene is some hilarious foreplay between elder orangutan senator nado ( glenn shadix ) and his trophy wife nova ( burton's squeeze , lisa marie ) .",negative
"guffaws will also likely greet charlton heston's cameo as thade's father , the one ape harboring a firearm ( ! ) who sputters some very familiar lines before dying .",negative
"the only real success of the 2001 "" planet of the apes "" is rick baker's makeup , and even that's an iffy affair .",negative
"no attempt was made to change the human whiteness of the actors' eyes , a real distraction amidst some otherwise impressive work .",negative
"roth , warner and michael clarke duncan ( as thade's right hand man attar ) are given the most impressive makeovers .",negative
giamatti looks more like a skull than an ape and the female apes are too humanized to be given sexual appeal .,negative
"tim roth delivers the most impressive acting job by getting the body language right - his nasty chimpanzee character leaps about , most spectacularly when mounting his steed , but even's he's undone by some obvious wire work .",negative
"bonham carter delivers a goodly range of emotion from behind a stiff prosthetic , but is undone in turn by the silliness of the writing .",negative
most of the film has a set bound look which no amount of mist can cover .,negative
the ape's city resembles a dank complex of tree houses .,negative
"the apes' military costumes ( colleen atwood , "" sleepy hollow "" ) as well as their field tents are reminiscent of eiko ishioka's work on coppola's "" dracula . """,negative
"that oriental flavor is also found in danny elfman's tribal , percussive score .",negative
""" planet of the apes "" was the last blockbuster hope for the summer of 2001 , a dismal movie season that's going to the dogs .",negative
writing a screenplay for a thriller is hard .,negative
harder than pouring concrete under the texas sun .,negative
harder than building a bridge over troubled waters .,negative
"and incidentally , a whole heck of a lot harder than writing a movie review .",negative
thrillers are all variations on a theme .,negative
"you have a smart , resourceful , and powerful bad guy , who has a goal he has to meet .",negative
"you have a noble and brave good guy , who has to protect the innocent , kill the bad guy , and not get killed himself in the process .",negative
the trick of thriller writing is doing all of this in an interesting and novel manner .,negative
"this simple formula can lead to classic movies like north by northwest , high noon , or silence of the lambs , or big summer blockbusters like men in black , the fugitive , or air force one , or it can lead to utter dreck like masterminds , event horizon , kull the conqueror . . . .",negative
is anyone else getting depressed here ?,negative
"point is , it's not enough to follow the formula .",negative
"you've got to throw in something extra , something good and new and better than the last version .",negative
something to surprise and move all of us people who buy the tickets and the popcorn and the happy meals .,negative
"this is a hard thing to do , but it is absolutely necessary in every way .",negative
"without that something extra -- whether it's a great plot or a well-written screenplay , or great special effects or great locations or great casting or great performances or great big hungry dinosaurs -- the movie fails .",negative
"that's why the jackal , with all its starpower , with all its budget , with all its hype , gets a big fat f .",negative
"bruce willis is the bad guy , the jackal , a legendary killer for hire .",negative
"richard gere is the good guy , a former ira assassin with a vendetta against the jackal .",negative
the jackal is trying to kill someone .,negative
gere is trying to stop him .,negative
will gere be able to stop the assassination in time and kill the jackal ?,negative
"( i'll give you three guesses , and the first two don't count . )",negative
"there are no surprises awaiting the audience in the jackal , no moment when you say to yourself , "" i wonder what happens next ? """,negative
the script for the jackal isn't ripped straight from today's headlines .,negative
"it's ripped off , straight from an episode of millennium .",negative
"throughout the movie , we learn what the jackal's plans are and how he intends to accomplish them .",negative
no surprise .,negative
the fun of a movie like this should come from richard gere figuring out what the jackal's plan is and developing a clever plan to foil the bad guy .,negative
"instead , we get two ( count 'em , two ) scenes where gere is sitting in an fbi conference room somewhere and instantly divines the jackal's plan just as if he's frank black ( or more likely , just as if he's been handed a copy of the script ) .",negative
and we never get more than a superficial clue as to why gere has had this flash of insight .,negative
"it's like gere's character is psychic , but neither he nor the fbi ( or the screenwriters ) seem to know it .",negative
"and just like in millennium , the bad guy has an overwhelming need to go after the people the good guy cares about , whether or not they are important to what he's trying to do or not .",negative
"what's more , in the last half of the movie , the jackal , supposedly a super-smart professional terrorist who never makes a mistake , comes down with a major case of the stupids .",negative
as for the performances . . .,negative
"bruce willis manages to get through the whole movie without a wisecrack , which is a major achievement , but not enough reason to see the movie .",negative
"his disguises are good , but not as good or as interesting as val kilmer's in the saint .",negative
"richard gere is made to talk the entire movie in an irish accent , which detracts from his otherwise lifeless and dull performance .",negative
"sidney poitier is probably the most disappointing element in a overwhelmingly disappointing movie -- not that his performance is bad or anything , it's not , but it is sad that hollywood won't use this talented actor in any part other than an fbi agent ( shoot to kill , sneakers ) .",negative
"writing a good plot and a good screenplay , like i said , is hard , but it can be done .",negative
it wasn't done here .,negative
it is our job as consumers to reward good screenplays and to denounce bad and uninteresting ones .,negative
do not go see this movie .,negative
you'll only encourage the producers to make more just like it .,negative
"instead , stay home and rent day of the jackal , or in the line of fire , or a fire safety video , for crying out loud .",negative
"anything other than the jackal , which lives up to its name by gnawing the dead bones of other , better movies .",negative
"all right , all right , we get the point : despite all similarities to the best-selling story , speechless is * not * based on the romance between 1992 presidential campaign rivals james carville and mary matalin .",negative
"in fact , the script was in development well before 1992 .",negative
"still , the comparisons are inevitable , until one realizes a critical difference .",negative
"speechless is a limp , poorly structured would-be romantic comedy .",negative
"speechless is set during a new mexico senatorial campaign , where kevin vallick ( michael keaton ) and julia mann ( geena davis ) meet and get romantic one night when neither one can sleep .",negative
"what neither one realizes is that they are on opposite sides of the campaign : kevin is a sit-com writer brought in to punch up the republican candidate's speeches , while julia is the chief speech writer for the democratic candidate .",negative
"at first each one believes that the other has an ulterior motive for the relationship , but eventually they let down their guard and become closer .",negative
"but there are plent of obstacles in the way , including julia's stud-reporter fiance ( christopher reeve ) and a series of stunts which continue to prove that all's fair in love and politics .",negative
the standard formula for a movie like speechless would have the two principles starting out as antagonists and realizing only at the end that they're crazy about each other .,negative
"screenwriter robert king completely subverts expectations by throwing kevin and julia into each other's arms in the first fifteen minutes , then developing the antagonism .",negative
"it's a noble attempt to shake things up , but unfortunately it just doesn't work .",negative
"part of the fun of watching sparring in a romantic comedy comes from recognizing the chemistry even before the characters do , but in speechless they already know they're attracted to each other , and we're left with waiting for the campaign to end so they'll admit that they love each other already .",negative
there is such a herky-jerky feel to the constant bickering and making up that even king's sharp dialogue can't prevent speechless from becoming repetitive after about half an hour .,negative
"inconsistency is also the defining characteristic of the performances of geena davis and michael keaton , and with those performances most of their scenes together .",negative
"the problems begin with their initial courtship , which does virtually nothing to establish julia's character and merely establishes that kevin is a wise-ass .",negative
"davis is radiantly beautiful , and keaton is generally entertaining , but these characters are so plastic that nothing that happens to them seems to matter one bit .",negative
"in a couple of scenes , like a quiet moment sitting at a fountain , they actually achieve some measure of connection .",negative
"for the most part , however , they're just actors spouting lines .",negative
"you keep waiting for a little spark , and it never happens .",negative
perhaps most disappointing is that king and director ron underwood completely waste their premise by removing all the punch from speechless's politics .,negative
"the setting seems perfect for a high- energy battle of the sexes with partisanship thrown into the mix , but that's never the tone that underwood is going for .",negative
"he wants a warm , fuzzy romance compatible with marc shaiman's flute-and-wind musical score , and the campaign which should have defined the conflict between kevin and julia fades into the background .",negative
"it might as well have been a story about rival grocers , and every single character is about as uninspired as he or she could possibly be .",negative
"i was about the only reviewer in the civilized world who seemed to enjoy robert king's previous screenplay , the dana carvey flop clean slate , so i had some hopes for speechless .",negative
"but while there is wit in the words , this is a script which was probably much better on paper .",negative
"on screen , it's still paper thin .",negative
teenagers have a lot of power in hollywood .,negative
"every year countless films will be made targeting that audience in particular , and rely on the entire teenage population to turn out on friday and saturday nights , wallets in hand .",negative
"the formula is very simple , you make a film with a big name young actor or actress with sex appeal .",negative
"you add a high school environment that features everyone from prom queens to math club nerds , and then a very simple relationship conflict that can be worked out in 90 minutes , the typical teenage attention span .",negative
"the response is enormous as this part of the population will waste it92s money on almost any = film set in an environment they can relate to , and , most importantly , they don92t care to judge films=92 quality , so any piece of trash will = due .",negative
josie geller ( drew barrymore ) is the youngest copy editor in the history of the chicago sun times .,negative
"she has her own personal assistant , unlimited supplies , and her own office .",negative
but she is very much dismayed with her position in life .,negative
"there is nothing she wants more than to be a reporter and go out into the field , where she can play a more active role in the chicago media .",negative
"so when an assignment is quite literally thrown at her out of nowhere , she jumps at it with elation .",negative
"constantly smothering josie in the work place is her friend anita ( molly shannon ) and her amicable superior , gus ( john c . reilly ) .",negative
"the two of them are both stricken with horror upon hearing the news of her first assignment , as they both deem her to be an office worker and not a reporter .",negative
"however , since this film is aimed at a teenage audience with little patience for character conflict , this otherwise interesting scenario is resolved within two minutes , and josie is headed for the field .",negative
"obviously , the field assignment involves a high school .",negative
"specifically , she is to become an undercover reporter at a high school , by enrolling in the senior class and "" becoming one of them . """,negative
"i don92t think that i = need to even begin to explain all the impossibilities of this situation ever occurring , so i won92t .",negative
the movie develops into josie trying to find the life that she never led in high school .,negative
"interwoven flashback scenes show us just how much of a dork she truly was , and she appears to be heading down that road again .",negative
"fortunately for this lame production , other characters do appear that make some of these high school scenes both humorous and remotely interesting .",negative
"they include the predictable love stories , between both a student ( jeremy jordan ) and a teacher ( michael vartan ) , to show that josie is really two people in one body .",negative
"also , her younger brother and opposite , rob ( david arquette ) comes into her new found life and even causes a rare scene that is mildly provocative .",negative
the humor found in this film is actually quite amusing .,negative
"typical for teenage films , it is chalk full of sexual innuendoes and condom humor .",negative
one scene in particular features a certain classroom activity involving bananas and latex that is absolutely hysterical .,negative
most of the other jokes are straight forward high school humor that anyone who has ever been to high school can appreciate and will enjoy .,negative
but those still don92t = recover for the total lack of quality in this movie .,negative
"following this trend of high school movie rules , comes the general acting .",negative
it is even worse than the trend of overplaying a scenario from film to film .,negative
"in this case , drew barrymore is absolutely painful to watch .",negative
"she is required to play her character on two levels , having some very black and white transitions .",negative
"and although some scenes are written to be particular shades of gray , she seems to hold that color throughout all of her screen time .",negative
"at one point she is alone with an obvious love interest on a ferris wheel , and is expected to him on an adult level , since he is one , her teacher .",negative
"but she never seems to get out of the gray area , and in doing so she makes a mockery out of his otherwise good performance .",negative
following barrymore is the pitiful molly shannon ( saturday night live ) .,negative
"she seems to be limited to playing an ecstatic character that no one can relate to , and draws the attention of an audience as simply unrealistic .",negative
"it is these "" qualities "" that prevent the aforementioned condom scene from being one of the few decent .",negative
luckily there is one great performance to emerge out of this otherwise bleak film .,negative
"david arquette ( scream ) takes home the prize for being able to stand out in an ensemble performance that is absolutely pathetic , and not have his brilliant acting ruined .",negative
"and as a central character he gets to take on his own mini-plot , which is one of the few well done parts of never been kissed .",negative
"in a dazzling cherry-on-the-sundae type piece of work , he does an absolutely hilarious tom cruise impression from the 1983 hit , risky business .",negative
never been kissed is a mediocre film at best .,negative
"the predictable plot has become so overplayed in hollywood , that it is sickening to watch time and again , and this film is no exception .",negative
"the acting is just as bad , but there is the one positive presence of david arquette to add some light .",negative
"unfortunately , the bottom line is that the movie will be a success , because teenagers will pay to see any trash .",negative
walken stars as a mobster who is kidnapped and held for ransom by four bratty rich kids .,negative
it seems that a woman has also been kidnapped--she is the sister of one of them ( e . t . 's,negative
"henry thomas ) and the girlfriend of another ( flannery ) --and the asking price is $2 million , which said snots are unable to cough up alone .",negative
"they even cut off walken's finger to show they mean business , because they are desperate to save the woman's life .",negative
suicide kings is a terrible film .,negative
"walken aside , there isn't a single appealing cast member .",negative
o'fallon creates characters that are functional types without any resonance .,negative
"in an amusingly unironic scene , walken plays poker with the foursome and describes each of their personalities to a tee--it's as if he was reading the summary sheet for a casting director .",negative
the plot is another issue entirely .,negative
"o'fallon is someone whom i'm betting has seen reservoir dogs and the usual suspects too many times , for not only does his story veer off on bizarre tangents from whence they never return ( do we really need the scene where dennis leary beats up an abusive father with a toaster , which is entirely unrelated to both the story and leary's character , or the numerous anecdotal sequences ? ) , but the central plot itself is a serpentine mess , filled with crosses and double crosses and triple crosses . . .",negative
"by the fourth big revelation/twist , i had completely tuned out , wondering what on earth attracted these actors to the material .",negative
"recently a peer , a fellow young filmmaker , informed me that he had an idea for a movie about four guys , the mob , and the fbi .",negative
"it occurred to me then what's wrong with indies like suicide kings : i suspect o'fallon has never met a mobster , is not a rich man , doesn't deliver endless "" clever "" monologues to his friends about his favourite types of boots . . .",negative
"in short , these guys are just riffing on other movies , and in doing that , making the same film over and over and over again .",negative
tarantino found his niche and now hundreds of genxers with movie cameras are trying to find tarantino's niche instead of carving their own .,negative
#NAME?,negative
">from writer and director darren stein comes jawbreaker , the poorly told tale of what can happen when an innocent birthday prank goes wrong .",negative
"at reagan high , four girls are sitting on top of the world .",negative
"courtney shane , played by rose mcgowan , holds the title of meanest , most disrespectful soul in the school .",negative
"everyone hates her , but everyone envies her due to her popularity .",negative
"courtney is the "" leader "" of her clique , which also includes julie , played by rebecca gayheart , liz purr , played by charlotte roldan , and marcie , played by julie benz are the other three in the group .",negative
"it is liz's seventeenth birthday , and julie , courtney , and marcie concur that they will play a seemingly innocent prank on her , but the prank results in the death of liz .",negative
"just like stupid teens in any teen directed film such as this one , the foursome decide to cover up the death to make it look like a murder committed by someone else .",negative
"and also just like in other teen directed movies , one of the four don't agree with hiding it , this time that character being julie .",negative
"and finally , just like in other teen movies , there is a witness outside the group trying to hide the truth .",negative
"this time that character being fern mayo ( judy greer ) , who is subject to many cracks from courtney's group , as well as the entire school .",negative
">from here , jawbreaker turns into a predictable tale of revenge , bad morals , and at least trying to do the right thing .",negative
"not only is the script weak , on a whole the acting is horrid thanks to a large amount of the main cast .",negative
"judy greer is undeniably awful as her one dimensional , annoying character , as she overacts every line she has .",negative
"also on the bad side of acting is julie benz , almost falling to the annoying factor that greer delivers .",negative
"on the positive side of acting , rose mcgowan performs well here , but doesn't match her wickedly clever performance as "" tatum "" , in 1996's scream .",negative
"mcgowan's role is annoying , but this only adds to the film .",negative
"she is wickedly mean , and even though she a well-written character , you downright hate her .",negative
"faring even better than mcgowan is rebecca gayheart , who is always exceptionally believable as her roles .",negative
"when the script feeds her a one or two dimensional character , she turns it into three , always putting strong emotion and power into her roles .",negative
"gayheart isn't given as much to do here as she was in 1998's urban legend , but you can still get a strong taste of her acting skills in jawbreaker .",negative
"jawbreaker drifts and mianders different sub plots throughout , hardly throwing anything for the viewer to get absorbed in .",negative
"we get way off of the topic of the jawbreaker incident , and get into things that don't have anything to do with the actual film .",negative
"the beginning and ending are strong , it's just the middle that needs a lot of help .",negative
"during the body of the movie , it is undeniably repetitive , never progressing towards a conclusion .",negative
"nothing to grab the viewer's interest is around , and the same , extremely annoying song plays over and over again .",negative
"jawbreaker tries to get off on the same time of humor used in the 1995 film clueless , but falls flat .",negative
the few gags that actually work die off quickly and die off with a bang .,negative
"all in all , a horrible disappointment .",negative
"the bottom line : the tagline reads , "" even the sweetest candies are sour as death inside . """,negative
"yes , that is too true .",negative
"no matter how good this film may have looked , it fails to deliver .",negative
well there goes another one .,negative
sadly this like other movies this year wasn't good .,negative
this one being almost as bad as 'the omega code' but not quite .,negative
"from the opening credits i had a good feeling this would be bad , and well i guess i was right .",negative
"with bad excuses for acting , a horrible screenplay and straight-out bad direction 'the bachelor' is a terribly unfunny movie that doesn't work on any levels accept that fact that rene zellwegar who does give a good performance .",negative
the two cameos by brooke shields and mariah carey are also good with brooke being the best .,negative
the movie is troubled from the start because chris o'donnell is hugely miscast and gives one of the worst performances to date .,negative
"here is the stupid plot : chris o'donnell plays jimmie shelton a man who has just broken up with his girlfriend , he meets anne ( rene zellwegar ) they instantly hit it off and are together for three years .",negative
jimmie decides that he wants to bring their relationship a little bit up .,negative
he really doesn't realize that anne thinks he wants to marry her ( what he wants i never did catch ) .,negative
"so he proposes in a really bad way , and she shoots him down and is very mad .",negative
he of course tries to apologize but nothing seems to help any .,negative
then his grandfather dies and he learns that he has left jimmie 100 million dollars . . . . as,negative
long as he marries before the next day at 6 : 05 pm .,negative
"now jimmie must find anne and try to marry her to get the money and because he loves her , or get married to someone else to get the money itself , leading to an un-funny and predictable ending that leaves a bad taste in our mouths .",negative
"ok so maybe this could be one of the dumbest , cliched , silliest romantic comedy to date that has no real big laughs .",negative
"even the supporting roles of artie lange , hal holbrook and ed anser aren't even good .",negative
"the plot was a good idea , but the script would have to have been written in less than five minutes and by a five year old .",negative
the choppy dialogue and bad directing don't help things any .,negative
"even though chris o'donnell gave an ok performance in the two batman movies , he does not give even a remotely good or funny performance here and i wanted to boo and throw my pop at the screen to get rid of him .",negative
"rene zelweggar is a different story and gave a charming , sweet and likable performance ( as usual ) and really was the only thing that saved this confused movie from being a total huge washout .",negative
her sister played by marley shelton is also good and the two have good chemistry onscreen .,negative
brooke shields showed up in a funny little performance as a big-headed mogul who after a while became routine and old .,negative
one really can't help but think that we have seen this stuff before .,negative
"it's not like this is an original idea and in the end , everyone knows what is going to happen due do its cliches and typicalness .",negative
'the bachelor' works on no good levels and in fact doesn't work at all .,negative
"ed anser and hal holbrook were wasted in terrible roles and mariah carey can not act to save her soul , and this could be the only film of her movie career dispite her terrific music career .",negative
chris o'donnell is not as bad an actor as casper van dien but that is not saying a great deal .,negative
he seems held back and really doesn't get into his character much and after even the first 30 minutes gets annoying and old .,negative
artie lange just to me seems like he is trying to another chris farley and was completely unfunny and un-nerving .,negative
"why the filmmakers would want to waste such a cast in such a bad movie , with such bad acting and dialogue is a question only they will know .",negative
"maybe they thought it would become a hit or a critical success , and sometimes i don't agree with other critics on movies , even from the trailers for this film they made it look bad and showed all the mildly funny parts .",negative
its based on the 1925 silent film 'seven chances' which i am sure is very better than this mess .,negative
"even though some may think of this as a good date movie , most who see this will want to pull out thier hair and scream for thier money back .",negative
"besides being a terrible movie , 'the bachelor' is well a terrible movie .",negative
it has nothing worth recommending therefore i really can't recommend this movie .,negative
i did not have a good time and i laughed only three times .,negative
the running time of the movie is 106 minutes which is wayyyy over time and needs to be shortened at least thirty minutes .,negative
parts of it seems to go on forever and parts of seem to not last enough time .,negative
"being one of the worst movies of the year , we can be sure that i hope they will not make anymore stupid unfunny romantic comedies , and if they do they i give up on filmmakers .",negative
"my inner flag was at half-mast last year when nick at nite pulled "" dragnet "" reruns off the air .",negative
"sure , i'd seen them all at least once , but i could always count on at least a few inadvertent laughs from ultra-serious jack webb when there was nothing else on tv .",negative
"even though "" dragnet "" is out of circulation at the moment , we webb anti-fans still have the d . i . , a 50's propaganda piece for the military that is almost as hilarious as the famous "" blue boy "" episode of "" dragnet . """,negative
"for anyone like me who got laughs out of webb's rapid-fire speeches and straight-faced seriousness , think of the d . i .",negative
as what would happen if sgt .,negative
"joe friday ever enlisted , because he plays exactly the same character here , a no-nonsense old fart who looks with disdain at the younger generation and loves to give long- winded , melodramatic speeches on any topic .",negative
"in this election year , i'm more convinced than ever that webb and bob dole were separated at birth .",negative
the movie opens in characteristic fashion as one recruit after another knocks on webb's office door and enters .,negative
he gives each one a different series of cranky criticisms before the credits come up .,negative
"the "" produced and directed by jack webb "" card pretty much goes without saying .",negative
"this is his movie all the way , and after the first twenty minutes of him chewing out his recruits for no reason , i was wondering if there would even be a plot .",negative
"i certainly would have been entertained by an hour and a half of trademark webb rants , but the d . i .",negative
gives us more -- much more .,negative
"webb's mission is to make a man out of private owens , the local screw-up .",negative
"the captain gives webb three days to convert owens into marine material or , the captain will "" personally cut the lace off his panties and ship him out myself . """,negative
"( whether the "" lace panties "" part refers to webb or owens remains unanswered . )",negative
"this , of course , gives webb an excuse to focus all his crotchety energy on making owens' life a living hell .",negative
"for those of you who haven't been indoctrinated into the pleasures of webb watching , here's a reprint of a typical monologue of his .",negative
"i can't duplicate his hilarious delivery on paper , but the words should at least partially convey what i'm talking about . . .",negative
""" now you listen to me , youngster .",negative
someday you'll wake up fighting on a beach and you'll pray to god somebody doesn't get killed because of your foolishness . . .,negative
"i've got a headline for you : every time you make one of those little mistakes of yours , you're gonna turn around and i'll be standing right there . """,negative
i couldn't write down all the reprintable dialogue from the d . i .,negative
"( nearly all of it belongs in the bad movie hall of fame ) , but i tried to include some of the more noteworthy lines , like one from the scene where webb unwinds from a hard day's work by going to the local bar ( where he orders a tomato juice ) .",negative
"he meets a woman who , coincidentally , also orders tomato juice but walks away from a typically-stimulating conversation with webb to flirt with his arch-rival , another marine d . i .",negative
"webb marches over to the table , gets up in her face and says , "" just what kind of a dame do you think you are ? """,negative
bogart he ain't .,negative
the other d . i .,negative
"gets one of the few memorable non-webb lines when he confesses to the girl , "" he's a damn good d . i .",negative
. . .,negative
"i guess i'm just a little jealous . """,negative
"join the club , we're all jealous of jack webb's way with women , which is showcased even more amusingly in a later scene , as webb finds his way to the woman's place of employment , a lingerie store , and stands around looking incredibly flustered at the negativeligees on display .",negative
""" you expect me to talk to you . . .",negative
"in _here_ ? ! "" he exclaims , no doubt intimidated by the barrage of bras .",negative
"the woman goes off to help a customer , leaving webb to fend for himself once again in this palace of estrogen .",negative
"a little girl spots him in the store and demands , "" what are you doing in here . . . you're a man , aren't you ? """,negative
"he doesn't reply , but you know he's thinking in his head , "" what an odd species of human -- so small .",negative
"must be one of those children everyone's been talking about . """,negative
"this poor girl , scarred for life by her early encounter with jack webb , would later swear off the male gender entirely , just one of the many lesbian conversions he's responsible for .",negative
"the movie doesn't focus too closely on webb's romance , it also continues the owens subplot with probably the most memorable scene in the entire movie , where webb forces his platoon to spend the entire night searching the ground for a flea owens killed during one of their drills .",negative
"after two privates hatch a scheme to present webb with the wrong dead flea , webb asks owens , "" was that flea you killed a male or female ? """,negative
"owens replies , "" a male , sir . """,negative
"webb yells to the platoon , "" this ain't the one ! """,negative
that such a scene ( along with the rest of the movie ) was intended to be taken seriously defies comment .,negative
"but we know it was all presented with the utmost seriousness when a title card at the end thanks the marines not only for their cooperation in the making of the d . i . , but for iwo jima , guadalcanal and every other major battle of the first half of the 20th century .",negative
webb held the military in such high esteem that all the soldiers in the movie ( with the exception of owens ) were played by actual marines .,negative
someone wanting to parody this movie couldn't do a more comical job than webb did .,negative
it makes it all the more ironic ( like raeeyain on your wedding day ) that the man had no sense of humor himself .,negative
there's a scene in the movie where the guys are on their break time discussing something and one of them breaks into laughter .,negative
"webb bursts in the room and shouts , "" what did i tell you about laughing ? ! """,negative
"to which the private replies , "" sir , only nine-year-old girls laugh , sir ! """,negative
"and let me tell you , i was as happy as a nine-year- old girl while watching this movie .",negative
"frank detorri's ( bill murray ) a single dad who lives on beer and junk food with no apparent understanding of sanitation or hygiene , much to the dismay of his preteen daughter shane ( elena franklin ) .",negative
"when he uses the '10 second rule' to retrieve a hard boiled egg from a chimp's cage at the zoo and downs it , he introduces a lethal bacteria into his system .",negative
"inside his skin , the city of frank is in turmoil thanks to the vote-pandering of mayor phlegmming ( voice of william shatner ) , so it's up to one frank pd white blood cell ( voice of chris rock ) to save the day in peter and bobby farrelly's "" osmosis jones . """,negative
the city of frank is a brightly animated ( animation directed by piet kroon and tom sito ) cellular municipality where osmosis jones is a typical rogue cop looking for another chance .,negative
"he's inadvertently teamed up with drix ( voice of david hyde pierce , tv's "" frasier "" ) , a cold capsule with 12 hours worth of painkillers to dispense .",negative
"this quarrelling duo are about to go on a "" fantastic voyage "" in order to hunt down thrax ( voice of laurence fishburne ) , the virus intent on shutting down frank .",negative
"while the animation is certainly colorful to look at , osmosis jones' story is a hackneyed one .",negative
"the story cries out for puny puns , but we only get occasional sprinklings of wit or bodily humor ( drix graduated phi beta capsule , he departs on a bus headed for bladder ) .",negative
"neither the hero or villain is particularly interesting ( thrax looks like an animated "" predator "" ) , although hyde pierce is a delightful sidekick .",negative
adults can desperately keep their eyes peeled for small amusements the animators dot along the landscape .,negative
"meanwhile , back in live action land , bill murray is reduced to nothing more than a walking gross-out joke .",negative
"there's no particular enjoyment to be found watching him vomit on molly shannon ( she plays shane's teacher , mrs . boyd ) or hoisting his ingrown toenail onto a restaurant table .",negative
one must wonder how the climatic flatlining of a child's father will play to the family audience as well .,negative
"rest assured , the whole enchilada is wrapped up with a fart joke .",negative
"while far less offensive than the farrelly's last effort "" me , myself and irene , "" that film at least spiked some comic highs with jim carrey's hijinx .",negative
""" osmosis jones "" will probably be ok for the kids , but the farrellys playing for the family audience is like watching marilyn manson croon a phil collins tune .",negative
"woof ! too bad that leap of faith was the title of a 1992 comedy starring steve martin and debra winger , because that's what's required to watch this incredulous howler starring bruce willis as--of all things--a psychologist .",negative
not since the reagan administration has there been an acting stretch of such magnitude !,negative
"alas , mickey rourke , we hardly knew ye .",negative
story opens with a campy kick--willis is treating a patient who abruptly steps out of the window to take the best flying leap since charles durning dove in the hudsucker proxy .,negative
"she goes splat , he goes ugh , and his character spends the rest of the film colorblind .",negative
